cx,cy,cz,a,b,theta,A1,A2,phi1,E,E_i01,E_i02,E_ip1,E_ip2,E_ip3,E_ip4,E_it1,E_it2,E_it3,E_it4,machine_type,status,file_name
-1.4,2.2,11.7,7.8,6,27,2,-6,0,-9.360710997,-0.757040614,-1.696510936,-0.041955319,-1.327120899,-0.083904362,-0.880936189,-0.207028099,-1.624209233,-0.330647569,-0.124736438,2,Done,BTBT_a=7.8_b=6_theta=27_A1=2_A2=-6_phi1=0_cx=-1.4_cy=2.2_cz=11.7.log
1.4,2.3,11.6,7.8,6,27,2,-6,0,-9.355678367,-1.755973783,-0.645732891,-0.083872986,-0.694515518,-0.042789906,-1.48780111,-0.12617971,-0.34922814,-1.638177606,-0.208910629,2,Done,BTBT_a=7.8_b=6_theta=27_A1=2_A2=-6_phi1=0_cx=1.4_cy=2.3_cz=11.6.log
-1.4,2.3,11.6,7.8,6,27,2,-6,0,-9.355665817,-0.645732891,-1.755961233,-0.042789906,-1.48780111,-0.083872986,-0.694515518,-0.208910629,-1.638177606,-0.34922814,-0.12617971,2,Done,BTBT_a=7.8_b=6_theta=27_A1=2_A2=-6_phi1=0_cx=-1.4_cy=2.3_cz=11.6.log
-1.4,2.4,11.8,7.8,6,27,2,-6,0,-9.333502164,-0.893040857,-1.511834743,-0.037054466,-1.354436409,-0.074717616,-0.88888674,-0.16908257,-1.691258677,-0.314275833,-0.112148587,2,Done,BTBT_a=7.8_b=6_theta=27_A1=2_A2=-6_phi1=0_cx=-1.4_cy=2.4_cz=11.8.log
1.4,2.4,11.8,7.8,6,27,2,-6,0,-9.333495888,-1.511828467,-0.893040857,-0.074717616,-0.88888674,-0.037054466,-1.354436409,-0.112148587,-0.314275833,-1.691258677,-0.16908257,2,Done,BTBT_a=7.8_b=6_theta=27_A1=2_A2=-6_phi1=0_cx=1.4_cy=2.4_cz=11.8.log
1.4,2.3,11.8,7.8,6,27,2,-6,0,-9.322338762,-1.560661296,-0.882624191,-0.077616712,-0.923017009,-0.038315761,-1.294421353,-0.115731669,-0.313974629,-1.663033277,-0.180101645,2,Done,BTBT_a=7.8_b=6_theta=27_A1=2_A2=-6_phi1=0_cx=1.4_cy=2.3_cz=11.8.log
-1.4,2.3,11.8,7.8,6,27,2,-6,0,-9.322338762,-0.882624191,-1.560661296,-0.038315761,-1.294421353,-0.077616712,-0.923017009,-0.180101645,-1.663033277,-0.313974629,-0.115731669,2,Done,BTBT_a=7.8_b=6_theta=27_A1=2_A2=-6_phi1=0_cx=-1.4_cy=2.3_cz=11.8.log
-1.3,2.4,11.5,7.8,6,27,2,-6,0,-9.318692928,-0.438466338,-1.838673326,-0.045532126,-1.700853305,-0.083320778,-0.28236695,-0.208364696,-1.73007017,-0.395720356,-0.130584831,2,Done,BTBT_a=7.8_b=6_theta=27_A1=2_A2=-6_phi1=0_cx=-1.3_cy=2.4_cz=11.5.log
1.3,2.4,11.5,7.8,6,27,2,-6,0,-9.318692928,-1.838673326,-0.438466338,-0.083320778,-0.28236695,-0.045532126,-1.700853305,-0.130584831,-0.395720356,-1.73007017,-0.208364696,2,Done,BTBT_a=7.8_b=6_theta=27_A1=2_A2=-6_phi1=0_cx=1.3_cy=2.4_cz=11.5.log
-1.4,2.5,11.8,7.8,6,27,2,-6,0,-9.293598804,-0.893950746,-1.457442176,-0.035837096,-1.414307138,-0.071937746,-0.830026302,-0.158847881,-1.713196427,-0.314357409,-0.108647082,2,Done,BTBT_a=7.8_b=6_theta=27_A1=2_A2=-6_phi1=0_cx=-1.4_cy=2.5_cz=11.8.log
1.4,2.5,11.8,7.8,6,27,2,-6,0,-9.293598804,-1.457442176,-0.893950746,-0.071937746,-0.830026302,-0.035837096,-1.414307138,-0.108647082,-0.314357409,-1.713196427,-0.158847881,2,Done,BTBT_a=7.8_b=6_theta=27_A1=2_A2=-6_phi1=0_cx=1.4_cy=2.5_cz=11.8.log
1.4,2.2,11.8,7.8,6,27,2,-6,0,-9.260842781,-1.601995379,-0.859331019,-0.080660135,-0.938045874,-0.039646082,-1.234902029,-0.119408878,-0.31344752,-1.628306874,-0.191967859,2,Done,BTBT_a=7.8_b=6_theta=27_A1=2_A2=-6_phi1=0_cx=1.4_cy=2.2_cz=11.8.log
-1.4,2.2,11.8,7.8,6,27,2,-6,0,-9.260842781,-0.859331019,-1.601995379,-0.039646082,-1.234902029,-0.080660135,-0.938045874,-0.191967859,-1.628306874,-0.31344752,-0.119408878,2,Done,BTBT_a=7.8_b=6_theta=27_A1=2_A2=-6_phi1=0_cx=-1.4_cy=2.2_cz=11.8.log
-1.3,2.5,11.5,7.8,6,27,2,-6,0,-9.258652771,-0.544421401,-1.795563389,-0.0439006,-1.762016704,-0.080082826,-0.042946785,-0.195293662,-1.777478551,-0.395814483,-0.126273837,2,Done,BTBT_a=7.8_b=6_theta=27_A1=2_A2=-6_phi1=0_cx=-1.3_cy=2.5_cz=11.5.log
1.3,2.5,11.5,7.8,6,27,2,-6,0,-9.258640221,-1.795563389,-0.544421401,-0.080082826,-0.042946785,-0.0439006,-1.762016704,-0.126273837,-0.395808208,-1.777478551,-0.195293662,2,Done,BTBT_a=7.8_b=6_theta=27_A1=2_A2=-6_phi1=0_cx=1.3_cy=2.5_cz=11.5.log
-1.3,2.3,11.5,7.8,6,27,2,-6,0,-9.255477571,-0.312368203,-1.866911276,-0.047245228,-1.636470779,-0.086721882,-0.453150071,-0.22247112,-1.673380917,-0.395444252,-0.135008777,2,Done,BTBT_a=7.8_b=6_theta=27_A1=2_A2=-6_phi1=0_cx=-1.3_cy=2.3_cz=11.5.log
1.3,2.3,11.5,7.8,6,27,2,-6,0,-9.255477571,-1.866911276,-0.312368203,-0.086721882,-0.453150071,-0.047245228,-1.636470779,-0.135008777,-0.395444252,-1.673380917,-0.22247112,2,Done,BTBT_a=7.8_b=6_theta=27_A1=2_A2=-6_phi1=0_cx=1.3_cy=2.3_cz=11.5.log
-1.5,2.4,11.7,7.8,6,27,2,-6,0,-9.240655786,-0.847132225,-1.575432881,-0.037336845,-1.403658294,-0.078037144,-0.794026054,-0.183069768,-1.645130417,-0.309914639,-0.114401348,2,Done,BTBT_a=7.8_b=6_theta=27_A1=2_A2=-6_phi1=0_cx=-1.5_cy=2.4_cz=11.7.log
1.5,2.4,11.7,7.8,6,27,2,-6,0,-9.240655786,-1.575432881,-0.847132225,-0.078037144,-0.794026054,-0.037336845,-1.403658294,-0.114401348,-0.309914639,-1.645130417,-0.183069768,2,Done,BTBT_a=7.8_b=6_theta=27_A1=2_A2=-6_phi1=0_cx=1.5_cy=2.4_cz=11.7.log
0.1,2.4,11.9,7.8,6,27,2,-6,0,-9.234606588,-1.343015727,-1.262399518,-0.059475398,-1.310968792,-0.056588852,-1.381526016,-0.135881015,-0.758797642,-0.875922384,-0.139715101,2,Done,BTBT_a=7.8_b=6_theta=27_A1=2_A2=-6_phi1=0_cx=0.1_cy=2.4_cz=11.9.log
-0.1,2.4,11.9,7.8,6,27,2,-6,0,-9.234600312,-1.262405793,-1.343015727,-0.056588852,-1.381526016,-0.059475398,-1.310968792,-0.139715101,-0.875916108,-0.758797642,-0.135881015,2,Done,BTBT_a=7.8_b=6_theta=27_A1=2_A2=-6_phi1=0_cx=-0.1_cy=2.4_cz=11.9.log
0,2.4,11.9,7.8,6,27,2,-6,0,-9.234449712,-1.303495148,-1.303495148,-0.058057225,-1.348355837,-0.058057225,-1.348355837,-0.137832572,-0.815825751,-0.815825751,-0.137832572,2,Done,BTBT_a=7.8_b=6_theta=27_A1=2_A2=-6_phi1=0_cx=0.0_cy=2.4_cz=11.9.log
-1.5,2.3,11.7,7.8,6,27,2,-6,0,-9.20939951,-0.828997186,-1.626901251,-0.038623241,-1.341277525,-0.081099393,-0.839087547,-0.195557216,-1.603551604,-0.309582058,-0.118015806,2,Done,BTBT_a=7.8_b=6_theta=27_A1=2_A2=-6_phi1=0_cx=-1.5_cy=2.3_cz=11.7.log
1.5,2.3,11.7,7.8,6,27,2,-6,0,-9.20939951,-1.626901251,-0.828997186,-0.081099393,-0.839087547,-0.038623241,-1.341277525,-0.118015806,-0.309582058,-1.603551604,-0.195557216,2,Done,BTBT_a=7.8_b=6_theta=27_A1=2_A2=-6_phi1=0_cx=1.5_cy=2.3_cz=11.7.log
0,2.5,11.9,7.8,6,27,2,-6,0,-9.204655535,-1.325865879,-1.325865879,-0.055929966,-1.325144242,-0.055929966,-1.325144242,-0.132009279,-0.815687699,-0.815687699,-0.132003004,2,Done,BTBT_a=7.8_b=6_theta=27_A1=2_A2=-6_phi1=0_cx=0.0_cy=2.5_cz=11.9.log
0.1,2.5,11.9,7.8,6,27,2,-6,0,-9.204122152,-1.3601091,-1.289005942,-0.057285388,-1.276706746,-0.054518069,-1.369408798,-0.130283626,-0.758465062,-0.876123187,-0.13367218,2,Done,BTBT_a=7.8_b=6_theta=27_A1=2_A2=-6_phi1=0_cx=0.1_cy=2.5_cz=11.9.log
-0.1,2.5,11.9,7.8,6,27,2,-6,0,-9.204109601,-1.288993391,-1.3601091,-0.054518069,-1.369408798,-0.057285388,-1.276706746,-0.13367218,-0.876123187,-0.758465062,-0.130283626,2,Done,BTBT_a=7.8_b=6_theta=27_A1=2_A2=-6_phi1=0_cx=-0.1_cy=2.5_cz=11.9.log
-0.1,2.3,11.9,7.8,6,27,2,-6,0,-9.157793088,-1.201392995,-1.293580489,-0.058760036,-1.377139721,-0.061765809,-1.324027275,-0.146046677,-0.874592062,-0.758195232,-0.141729409,2,Done,BTBT_a=7.8_b=6_theta=27_A1=2_A2=-6_phi1=0_cx=-0.1_cy=2.3_cz=11.9.log
0.1,2.3,11.9,7.8,6,27,2,-6,0,-9.157793088,-1.293580489,-1.201392995,-0.061765809,-1.324027275,-0.058760036,-1.377139721,-0.141729409,-0.758195232,-0.874592062,-0.146046677,2,Done,BTBT_a=7.8_b=6_theta=27_A1=2_A2=-6_phi1=0_cx=0.1_cy=2.3_cz=11.9.log
-1.5,2.4,11.8,7.8,6,27,2,-6,0,-9.156575719,-0.89545677,-1.476286301,-0.035322538,-1.308126171,-0.075138048,-0.891622684,-0.170005009,-1.663353307,-0.294283365,-0.109669923,2,Done,BTBT_a=7.8_b=6_theta=27_A1=2_A2=-6_phi1=0_cx=-1.5_cy=2.4_cz=11.8.log
1.5,2.4,11.8,7.8,6,27,2,-6,0,-9.156575719,-1.476286301,-0.89545677,-0.075138048,-0.891622684,-0.035322538,-1.308126171,-0.109669923,-0.294283365,-1.663353307,-0.170005009,2,Done,BTBT_a=7.8_b=6_theta=27_A1=2_A2=-6_phi1=0_cx=1.5_cy=2.4_cz=11.8.log
0,2.3,11.9,7.8,6,27,2,-6,0,-9.156123912,-1.24746478,-1.24746478,-0.060291161,-1.352710757,-0.060291161,-1.352710757,-0.143913143,-0.814884486,-0.814884486,-0.143913143,2,Done,BTBT_a=7.8_b=6_theta=27_A1=2_A2=-6_phi1=0_cx=0.0_cy=2.3_cz=11.9.log
-1.5,2.3,11.8,7.8,6,27,2,-6,0,-9.143398009,-0.894848085,-1.528325705,-0.036508532,-1.249083755,-0.078043419,-0.914144018,-0.181356665,-1.632856321,-0.293906859,-0.113102403,2,Done,BTBT_a=7.8_b=6_theta=27_A1=2_A2=-6_phi1=0_cx=-1.5_cy=2.3_cz=11.8.log
1.5,2.3,11.8,7.8,6,27,2,-6,0,-9.143398009,-1.528325705,-0.894848085,-0.078043419,-0.914144018,-0.036508532,-1.249083755,-0.113102403,-0.293906859,-1.632856321,-0.181356665,2,Done,BTBT_a=7.8_b=6_theta=27_A1=2_A2=-6_phi1=0_cx=1.5_cy=2.3_cz=11.8.log
1.3,2.4,11.9,7.8,6,27,2,-6,0,-9.132586012,-1.442137207,-0.913811438,-0.071372987,-0.940574739,-0.03674071,-1.29895825,-0.109701298,-0.318065993,-1.630289805,-0.156438243,2,Done,BTBT_a=7.8_b=6_theta=27_A1=2_A2=-6_phi1=0_cx=1.3_cy=2.4_cz=11.9.log
-1.3,2.4,11.9,7.8,6,27,2,-6,0,-9.132586012,-0.913811438,-1.442137207,-0.03674071,-1.29895825,-0.071372987,-0.940574739,-0.156438243,-1.630289805,-0.318065993,-0.109701298,2,Done,BTBT_a=7.8_b=6_theta=27_A1=2_A2=-6_phi1=0_cx=-1.3_cy=2.4_cz=11.9.log
1.3,2.3,11.9,7.8,6,27,2,-6,0,-9.12996302,-1.488403519,-0.908960785,-0.074115206,-0.963014496,-0.037989455,-1.241628937,-0.11324673,-0.317764789,-1.610724044,-0.166189748,2,Done,BTBT_a=7.8_b=6_theta=27_A1=2_A2=-6_phi1=0_cx=1.3_cy=2.3_cz=11.9.log
-1.3,2.3,11.9,7.8,6,27,2,-6,0,-9.12996302,-0.908960785,-1.488403519,-0.037989455,-1.241628937,-0.074115206,-0.963014496,-0.166189748,-1.610724044,-0.317764789,-0.11324673,2,Done,BTBT_a=7.8_b=6_theta=27_A1=2_A2=-6_phi1=0_cx=-1.3_cy=2.3_cz=11.9.log
1.5,2.2,11.7,7.8,6,27,2,-6,0,-9.121774014,-1.671027754,-0.799635993,-0.084299693,-0.862782324,-0.039984937,-1.279367388,-0.12171184,-0.308992199,-1.552547592,-0.209086332,2,Done,BTBT_a=7.8_b=6_theta=27_A1=2_A2=-6_phi1=0_cx=1.5_cy=2.2_cz=11.7.log
-1.5,2.2,11.7,7.8,6,27,2,-6,0,-9.121767739,-0.799629718,-1.671027754,-0.039984937,-1.279367388,-0.084299693,-0.862782324,-0.209086332,-1.552547592,-0.308992199,-0.12171184,2,Done,BTBT_a=7.8_b=6_theta=27_A1=2_A2=-6_phi1=0_cx=-1.5_cy=2.2_cz=11.7.log
-1.5,2.2,11.8,7.8,6,27,2,-6,0,-9.086068695,-0.884613397,-1.574698694,-0.037751002,-1.190580998,-0.081080567,-0.920695222,-0.19361821,-1.594684888,-0.293417401,-0.116603908,2,Done,BTBT_a=7.8_b=6_theta=27_A1=2_A2=-6_phi1=0_cx=-1.5_cy=2.2_cz=11.8.log
1.5,2.2,11.8,7.8,6,27,2,-6,0,-9.086068695,-1.574692419,-0.884613397,-0.081086842,-0.920695222,-0.037751002,-1.190580998,-0.116603908,-0.293417401,-1.594684888,-0.19361821,2,Done,BTBT_a=7.8_b=6_theta=27_A1=2_A2=-6_phi1=0_cx=1.5_cy=2.2_cz=11.8.log
1.3,2.2,11.9,7.8,6,27,2,-6,0,-9.08225971,-1.527189912,-0.890361389,-0.076982927,-0.969333522,-0.039294676,-1.184694954,-0.116873737,-0.317243955,-1.586439407,-0.176644065,2,Done,BTBT_a=7.8_b=6_theta=27_A1=2_A2=-6_phi1=0_cx=1.3_cy=2.2_cz=11.9.log
-1.3,2.2,11.9,7.8,6,27,2,-6,0,-9.08225971,-0.890361389,-1.527189912,-0.039294676,-1.184694954,-0.076982927,-0.969333522,-0.176644065,-1.586439407,-0.317243955,-0.116873737,2,Done,BTBT_a=7.8_b=6_theta=27_A1=2_A2=-6_phi1=0_cx=-1.3_cy=2.2_cz=11.9.log
0,2.6,11.9,7.8,6,27,2,-6,0,-9.077459259,-1.323588018,-1.323588018,-0.053890559,-1.279411314,-0.053890559,-1.279411314,-0.12644954,-0.81447033,-0.81447033,-0.12644954,2,Done,BTBT_a=7.8_b=6_theta=27_A1=2_A2=-6_phi1=0_cx=0.0_cy=2.6_cz=11.9.log
-0.1,2.6,11.9,7.8,6,27,2,-6,0,-9.076794097,-1.290449215,-1.353501419,-0.052547687,-1.337675617,-0.05518323,-1.217030545,-0.127917913,-0.875125446,-0.757235142,-0.124924691,2,Done,BTBT_a=7.8_b=6_theta=27_A1=2_A2=-6_phi1=0_cx=-0.1_cy=2.6_cz=11.9.log
0.1,2.6,11.9,7.8,6,27,2,-6,0,-9.076794097,-1.353501419,-1.290449215,-0.05518323,-1.217030545,-0.052547687,-1.337675617,-0.124924691,-0.757235142,-0.875125446,-0.127917913,2,Done,BTBT_a=7.8_b=6_theta=27_A1=2_A2=-6_phi1=0_cx=0.1_cy=2.6_cz=11.9.log
1.4,2.4,11.9,7.8,6,27,2,-6,0,-9.04208652,-1.412694437,-0.9067394,-0.071881271,-0.934889499,-0.035058984,-1.258245401,-0.107398337,-0.297809971,-1.648851551,-0.157228905,2,Done,BTBT_a=7.8_b=6_theta=27_A1=2_A2=-6_phi1=0_cx=1.4_cy=2.4_cz=11.9.log
-1.4,2.4,11.9,7.8,6,27,2,-6,0,-9.04208652,-0.9067394,-1.412694437,-0.035058984,-1.258245401,-0.071881271,-0.934889499,-0.157228905,-1.648851551,-0.297809971,-0.107398337,2,Done,BTBT_a=7.8_b=6_theta=27_A1=2_A2=-6_phi1=0_cx=-1.4_cy=2.4_cz=11.9.log
1.4,2.3,11.9,7.8,6,27,2,-6,0,-9.040116138,-1.462142226,-0.910027552,-0.074636039,-0.949284578,-0.036226152,-1.201637724,-0.110793166,-0.297546417,-1.627478561,-0.16726279,2,Done,BTBT_a=7.8_b=6_theta=27_A1=2_A2=-6_phi1=0_cx=1.4_cy=2.3_cz=11.9.log
-1.4,2.3,11.9,7.8,6,27,2,-6,0,-9.040116138,-0.910027552,-1.462142226,-0.036226152,-1.201637724,-0.074636039,-0.949284578,-0.16726279,-1.627478561,-0.297546417,-0.110793166,2,Done,BTBT_a=7.8_b=6_theta=27_A1=2_A2=-6_phi1=0_cx=-1.4_cy=2.3_cz=11.9.log
1.4,2.2,11.9,7.8,6,27,2,-6,0,-8.998631452,-1.505810647,-0.902629209,-0.077522585,-0.94971756,-0.037449796,-1.145494405,-0.114275846,-0.296994208,-1.600677608,-0.178055962,2,Done,BTBT_a=7.8_b=6_theta=27_A1=2_A2=-6_phi1=0_cx=1.4_cy=2.2_cz=11.9.log
-1.4,2.2,11.9,7.8,6,27,2,-6,0,-8.998631452,-0.902629209,-1.505810647,-0.037449796,-1.145494405,-0.077522585,-0.94971756,-0.178055962,-1.600677608,-0.296994208,-0.114275846,2,Done,BTBT_a=7.8_b=6_theta=27_A1=2_A2=-6_phi1=0_cx=-1.4_cy=2.2_cz=11.9.log
1.5,2.4,11.9,7.8,6,27,2,-6,0,-8.910999682,-1.378852823,-0.902070726,-0.072326802,-0.932473585,-0.033396082,-1.215311167,-0.105107925,-0.279373727,-1.645895979,-0.157906616,2,Done,BTBT_a=7.8_b=6_theta=27_A1=2_A2=-6_phi1=0_cx=1.5_cy=2.4_cz=11.9.log
-1.5,2.4,11.9,7.8,6,27,2,-6,0,-8.910993406,-0.902070726,-1.378852823,-0.033396082,-1.215304892,-0.072326802,-0.932473585,-0.157906616,-1.645895979,-0.279373727,-0.105107925,2,Done,BTBT_a=7.8_b=6_theta=27_A1=2_A2=-6_phi1=0_cx=-1.5_cy=2.4_cz=11.9.log
1.5,2.3,11.9,7.8,6,27,2,-6,0,-8.90904185,-1.430547097,-0.912926649,-0.075087847,-0.938529056,-0.034494225,-1.159600829,-0.108364702,-0.278990946,-1.623349545,-0.168222881,2,Done,BTBT_a=7.8_b=6_theta=27_A1=2_A2=-6_phi1=0_cx=1.5_cy=2.3_cz=11.9.log
-1.5,2.3,11.9,7.8,6,27,2,-6,0,-8.909035575,-0.912926649,-1.430540822,-0.034494225,-1.159600829,-0.075087847,-0.938529056,-0.168222881,-1.623349545,-0.278990946,-0.108364702,2,Done,BTBT_a=7.8_b=6_theta=27_A1=2_A2=-6_phi1=0_cx=-1.5_cy=2.3_cz=11.9.log
-1.5,2.2,11.9,7.8,6,27,2,-6,0,-8.872345064,-0.915750443,-1.477880177,-0.035630018,-1.104248172,-0.077968118,-0.932831266,-0.179348633,-1.594509185,-0.278476388,-0.11168423,2,Done,BTBT_a=7.8_b=6_theta=27_A1=2_A2=-6_phi1=0_cx=-1.5_cy=2.2_cz=11.9.log
1.5,2.2,11.9,7.8,6,27,2,-6,0,-8.872345064,-1.477880177,-0.915750443,-0.077968118,-0.932831266,-0.035630018,-1.104248172,-0.11168423,-0.278476388,-1.594509185,-0.179348633,2,Done,BTBT_a=7.8_b=6_theta=27_A1=2_A2=-6_phi1=0_cx=1.5_cy=2.2_cz=11.9.log
-0.1,2.4,12,7.8,6,27,2,-6,0,-8.757604861,-1.218348316,-1.285328733,-0.05399096,-1.315129183,-0.05680848,-1.262386967,-0.131971628,-0.815449245,-0.706764513,-0.128620725,2,Done,BTBT_a=7.8_b=6_theta=27_A1=2_A2=-6_phi1=0_cx=-0.1_cy=2.4_cz=12.0.log
0.1,2.4,12,7.8,6,27,2,-6,0,-8.757598586,-1.285328733,-1.218342041,-0.05680848,-1.262386967,-0.05399096,-1.315129183,-0.128620725,-0.706764513,-0.815449245,-0.131971628,2,Done,BTBT_a=7.8_b=6_theta=27_A1=2_A2=-6_phi1=0_cx=0.1_cy=2.4_cz=12.0.log
0,2.4,12,7.8,6,27,2,-6,0,-8.756757722,-1.252616637,-1.252616637,-0.055421683,-1.290624917,-0.055415408,-1.290624917,-0.130327552,-0.759531829,-0.759531829,-0.130327552,2,Done,BTBT_a=7.8_b=6_theta=27_A1=2_A2=-6_phi1=0_cx=0.0_cy=2.4_cz=12.0.log
0.1,2.5,12,7.8,6,27,2,-6,0,-8.73779437,-1.287857598,-1.228583004,-0.054750247,-1.250985111,-0.052051954,-1.320017486,-0.123412392,-0.706494684,-0.815505721,-0.126361689,2,Done,BTBT_a=7.8_b=6_theta=27_A1=2_A2=-6_phi1=0_cx=0.1_cy=2.5_cz=12.0.log
-0.1,2.5,12,7.8,6,27,2,-6,0,-8.737788095,-1.228583004,-1.287851323,-0.052051954,-1.320017486,-0.054750247,-1.250985111,-0.126361689,-0.815505721,-0.706494684,-0.123412392,2,Done,BTBT_a=7.8_b=6_theta=27_A1=2_A2=-6_phi1=0_cx=-0.1_cy=2.5_cz=12.0.log
0,2.5,12,7.8,6,27,2,-6,0,-8.737373939,-1.259406295,-1.259406295,-0.053419926,-1.287349315,-0.053419926,-1.287349315,-0.124918416,-0.759337301,-0.759337301,-0.124918416,2,Done,BTBT_a=7.8_b=6_theta=27_A1=2_A2=-6_phi1=0_cx=0.0_cy=2.5_cz=12.0.log
-0.1,2.6,12,7.8,6,27,2,-6,0,-8.645261745,-1.219007201,-1.271793342,-0.050207075,-1.311131944,-0.052786141,-1.221824721,-0.121015304,-0.814438954,-0.705390266,-0.118411137,2,Done,BTBT_a=7.8_b=6_theta=27_A1=2_A2=-6_phi1=0_cx=-0.1_cy=2.6_cz=12.0.log
0.1,2.6,12,7.8,6,27,2,-6,0,-8.645261745,-1.271793342,-1.219007201,-0.052786141,-1.221824721,-0.050207075,-1.311131944,-0.118411137,-0.705390266,-0.814438954,-0.121015304,2,Done,BTBT_a=7.8_b=6_theta=27_A1=2_A2=-6_phi1=0_cx=0.1_cy=2.6_cz=12.0.log
0,2.6,12,7.8,6,27,2,-6,0,-8.645155069,-1.246818444,-1.246818444,-0.051518571,-1.268316937,-0.051518571,-1.268316937,-0.119754008,-0.758207783,-0.758207783,-0.119754008,2,Done,BTBT_a=7.8_b=6_theta=27_A1=2_A2=-6_phi1=0_cx=0.0_cy=2.6_cz=12.0.log
0.8,2.4,11.7,7.8,6,27,2,-6,0,0,0,0,0,0,0,0,0,0,0,0,2,InProgress,BTBT_a=7.8_b=6_theta=27_A1=2_A2=-6_phi1=0_cx=0.8_cy=2.4_cz=11.7.log
-0.8,2.4,11.7,7.8,6,27,2,-6,0,0,0,0,0,0,0,0,0,0,0,0,2,InProgress,BTBT_a=7.8_b=6_theta=27_A1=2_A2=-6_phi1=0_cx=-0.8_cy=2.4_cz=11.7.log
