a,b,theta,A1,A2,E,E_p,E_t,machine_type,status,file_name
6,8.8,65,-3,33,-53.78947698,-7.492520856,-9.701108817,2,Done,tetracene_A1=-3_A2=33_a=6.0_b=8.8_theta=65.0_cx=0_cy=0_cz=0.log
6,8.7,64.5,-6,33,-49.79028045,-7.268327848,-8.813406188,1,Done,tetracene_A1=-6_A2=33_a=6.0_b=8.7_theta=64.5_cx=0_cy=0_cz=0.log
6,8.8,65,-1,33,-54.25430125,-7.506456598,-9.810347013,2,Done,tetracene_A1=-1_A2=33_a=6.0_b=8.8_theta=65.0_cx=0_cy=0_cz=0.log
5.8,8.5,64.5,-2,33,-53.87087256,-7.899373239,-9.518031519,2,Done,tetracene_A1=-2_A2=33_a=5.8_b=8.5_theta=64.5_cx=0_cy=0_cz=0.log
6,8.7,64.5,-4,33,-52.86599812,-7.394340641,-9.51932921,1,Done,tetracene_A1=-4_A2=33_a=6.0_b=8.7_theta=64.5_cx=0_cy=0_cz=0.log
6,8.7,64.5,-5,33,-51.54372913,-7.335058516,-9.218403024,1,Done,tetracene_A1=-5_A2=33_a=6.0_b=8.7_theta=64.5_cx=0_cy=0_cz=0.log
5.8,8.6,65.5,-3,33,-54.23108087,-7.840689759,-9.637425337,2,Done,tetracene_A1=-3_A2=33_a=5.8_b=8.6_theta=65.5_cx=0_cy=0_cz=0.log
5.8,8.5,64.5,-1,33,-54.19559392,-7.768367977,-9.664714492,2,Done,tetracene_A1=-1_A2=33_a=5.8_b=8.5_theta=64.5_cx=0_cy=0_cz=0.log
6,8.7,65,-6,33,-50.40564436,-7.354865242,-8.92397847,1,Done,tetracene_A1=-6_A2=33_a=6.0_b=8.7_theta=65.0_cx=0_cy=0_cz=0.log
5.8,8.5,65,-2,33,-54.13077716,-7.79897666,-9.63320596,2,Done,tetracene_A1=-2_A2=33_a=5.8_b=8.5_theta=65.0_cx=0_cy=0_cz=0.log
5.8,8.7,65.5,-3,33,-54.41608085,-7.840689759,-9.683675334,2,Done,tetracene_A1=-3_A2=33_a=5.8_b=8.7_theta=65.5_cx=0_cy=0_cz=0.log
6,8.7,65,-4,33,-53.2292988,-7.458768348,-9.577940527,1,Done,tetracene_A1=-4_A2=33_a=6.0_b=8.7_theta=65.0_cx=0_cy=0_cz=0.log
5.8,8.5,65,-1,33,-54.29843026,-7.615634553,-9.766790289,2,Done,tetracene_A1=-1_A2=33_a=5.8_b=8.5_theta=65.0_cx=0_cy=0_cz=0.log
6,8.7,65,-5,33,-52.02617137,-7.411880801,-9.300602442,1,Done,tetracene_A1=-5_A2=33_a=6.0_b=8.7_theta=65.0_cx=0_cy=0_cz=0.log
6,8.8,64,-6,33,-49.59682664,-7.175406167,-8.811503578,1,Done,tetracene_A1=-6_A2=33_a=6.0_b=8.8_theta=64.0_cx=0_cy=0_cz=0.log
5.8,8.5,65.5,-2,33,-54.25146239,-7.654003024,-9.735864086,2,Done,tetracene_A1=-2_A2=33_a=5.8_b=8.5_theta=65.5_cx=0_cy=0_cz=0.log
5.8,8.8,65.5,-3,33,-54.34524,-7.840689759,-9.665965119,2,Done,tetracene_A1=-3_A2=33_a=5.8_b=8.8_theta=65.5_cx=0_cy=0_cz=0.log
5.8,8.5,65.5,-1,33,-54.24673097,-7.410964636,-9.856200423,2,Done,tetracene_A1=-1_A2=33_a=5.8_b=8.5_theta=65.5_cx=0_cy=0_cz=0.log
6,8.8,64,-4,33,-52.48245146,-7.319394612,-9.460915559,1,Done,tetracene_A1=-4_A2=33_a=6.0_b=8.8_theta=64.0_cx=0_cy=0_cz=0.log
6,8.8,64,-5,33,-51.24011218,-7.249978201,-9.185038945,1,Done,tetracene_A1=-5_A2=33_a=6.0_b=8.8_theta=64.0_cx=0_cy=0_cz=0.log
6,8.8,64.5,-6,33,-50.16938183,-7.268327848,-8.908181533,1,Done,tetracene_A1=-6_A2=33_a=6.0_b=8.8_theta=64.5_cx=0_cy=0_cz=0.log
5.8,8.6,65.5,-2,33,-54.59931628,-7.654003024,-9.822827559,2,Done,tetracene_A1=-2_A2=33_a=5.8_b=8.6_theta=65.5_cx=0_cy=0_cz=0.log
5.9,8.6,65.5,-3,33,-54.58097291,-7.781265817,-9.75461032,2,Done,tetracene_A1=-3_A2=33_a=5.9_b=8.6_theta=65.5_cx=0_cy=0_cz=0.log
5.8,8.6,65.5,-1,33,-54.49464511,-7.410964636,-9.918178959,2,Done,tetracene_A1=-1_A2=33_a=5.8_b=8.6_theta=65.5_cx=0_cy=0_cz=0.log
6,8.8,64.5,-4,33,-52.82245395,-7.394340641,-9.508443167,1,Done,tetracene_A1=-4_A2=33_a=6.0_b=8.8_theta=64.5_cx=0_cy=0_cz=0.log
6,8.8,64.5,-5,33,-51.68980844,-7.335058516,-9.254922851,1,Done,tetracene_A1=-5_A2=33_a=6.0_b=8.8_theta=64.5_cx=0_cy=0_cz=0.log
6,8.8,65,-6,33,-50.69185168,-7.354865242,-8.995530298,1,Done,tetracene_A1=-6_A2=33_a=6.0_b=8.8_theta=65.0_cx=0_cy=0_cz=0.log
5.8,8.7,65.5,-2,33,-54.64758937,-7.654003024,-9.834895831,2,Done,tetracene_A1=-2_A2=33_a=5.8_b=8.7_theta=65.5_cx=0_cy=0_cz=0.log
5.9,8.7,65.5,-3,33,-54.60075956,-7.781265817,-9.759556981,2,Done,tetracene_A1=-3_A2=33_a=5.9_b=8.7_theta=65.5_cx=0_cy=0_cz=0.log
5.8,8.7,65.5,-1,33,-54.44815164,-7.410964636,-9.906555591,2,Done,tetracene_A1=-1_A2=33_a=5.8_b=8.7_theta=65.5_cx=0_cy=0_cz=0.log
6,8.8,65,-4,33,-53.10845544,-7.458768348,-9.547729685,1,Done,tetracene_A1=-4_A2=33_a=6.0_b=8.8_theta=65.0_cx=0_cy=0_cz=0.log
6,8.8,65,-5,33,-52.08814175,-7.411880801,-9.316095036,1,Done,tetracene_A1=-5_A2=33_a=6.0_b=8.8_theta=65.0_cx=0_cy=0_cz=0.log
5.9,8.5,64.5,-2,33,-54.35080475,-7.775737454,-9.699832461,2,Done,tetracene_A1=-2_A2=33_a=5.9_b=8.5_theta=64.5_cx=0_cy=0_cz=0.log
5.8,8.7,65.5,-6,33,-50.81814685,-8.109840093,-8.649616665,1,Done,tetracene_A1=-6_A2=33_a=5.8_b=8.7_theta=65.5_cx=0_cy=0_cz=0.log
5.9,8.8,65.5,-3,33,-54.38905023,-7.781265817,-9.70662965,2,Done,tetracene_A1=-3_A2=33_a=5.9_b=8.8_theta=65.5_cx=0_cy=0_cz=0.log
5.9,8.5,64.5,-1,33,-54.75670834,-7.737952567,-9.820200802,2,Done,tetracene_A1=-1_A2=33_a=5.9_b=8.5_theta=64.5_cx=0_cy=0_cz=0.log
5.9,8.5,65,-2,33,-54.66846287,-7.755531632,-9.789349901,2,Done,tetracene_A1=-2_A2=33_a=5.9_b=8.5_theta=65.0_cx=0_cy=0_cz=0.log
5.7,8.7,64.5,-4,33,-52.41778279,-8.117510776,-9.04569031,1,Done,tetracene_A1=-4_A2=33_a=5.7_b=8.7_theta=64.5_cx=0_cy=0_cz=0.log
6,8.6,65.5,-3,33,-54.37082985,-7.525486466,-9.82996423,2,Done,tetracene_A1=-3_A2=33_a=6.0_b=8.6_theta=65.5_cx=0_cy=0_cz=0.log
5.7,8.7,64.5,-5,33,-50.8323612,-8.219974373,-8.598103114,1,Done,tetracene_A1=-5_A2=33_a=5.7_b=8.7_theta=64.5_cx=0_cy=0_cz=0.log
5.8,8.8,65.5,-6,33,-51.38476328,-8.109840093,-8.791270773,1,Done,tetracene_A1=-6_A2=33_a=5.8_b=8.8_theta=65.5_cx=0_cy=0_cz=0.log
5.9,8.5,65,-1,33,-54.95299598,-7.681487962,-9.897505014,2,Done,tetracene_A1=-1_A2=33_a=5.9_b=8.5_theta=65.0_cx=0_cy=0_cz=0.log
5.9,8.5,65.5,-2,33,-54.87942671,-7.704363212,-9.867675071,2,Done,tetracene_A1=-2_A2=33_a=5.9_b=8.5_theta=65.5_cx=0_cy=0_cz=0.log
6,8.7,65.5,-3,33,-54.24527012,-7.525486466,-9.798574298,2,Done,tetracene_A1=-3_A2=33_a=6.0_b=8.7_theta=65.5_cx=0_cy=0_cz=0.log
5.7,8.7,65,-4,33,-52.73052875,-8.018276344,-9.173494016,1,Done,tetracene_A1=-4_A2=33_a=5.7_b=8.7_theta=65.0_cx=0_cy=0_cz=0.log
5.9,8.5,65.5,-1,33,-55.02921586,-7.587607446,-9.963500241,2,Done,tetracene_A1=-1_A2=33_a=5.9_b=8.5_theta=65.5_cx=0_cy=0_cz=0.log
5.7,8.7,65,-5,33,-51.35958256,-8.167283614,-8.756253832,1,Done,tetracene_A1=-5_A2=33_a=5.7_b=8.7_theta=65.0_cx=0_cy=0_cz=0.log
5.8,8.9,64.5,-6,33,-50.74271262,-8.05123317,-8.660061569,1,Done,tetracene_A1=-6_A2=33_a=5.8_b=8.9_theta=64.5_cx=0_cy=0_cz=0.log
5.9,8.6,65.5,-2,33,-55.04649748,-7.704363212,-9.909442764,2,Done,tetracene_A1=-2_A2=33_a=5.9_b=8.6_theta=65.5_cx=0_cy=0_cz=0.log
6,8.8,65.5,-3,33,-53.91071693,-7.525486466,-9.714936,2,Done,tetracene_A1=-3_A2=33_a=6.0_b=8.8_theta=65.5_cx=0_cy=0_cz=0.log
5.9,8.6,65.5,-1,33,-55.10431876,-7.587607446,-9.982275968,2,Done,tetracene_A1=-1_A2=33_a=5.9_b=8.6_theta=65.5_cx=0_cy=0_cz=0.log
5.7,8.7,65.5,-4,33,-52.90621649,-7.875511544,-9.288798351,1,Done,tetracene_A1=-4_A2=33_a=5.7_b=8.7_theta=65.5_cx=0_cy=0_cz=0.log
5.7,8.7,65.5,-5,33,-51.76285562,-8.07888377,-8.901272021,1,Done,tetracene_A1=-5_A2=33_a=5.7_b=8.7_theta=65.5_cx=0_cy=0_cz=0.log
5.8,8.9,65,-6,33,-51.25255445,-8.08988402,-8.768196603,1,Done,tetracene_A1=-6_A2=33_a=5.8_b=8.9_theta=65.0_cx=0_cy=0_cz=0.log
5.9,8.7,65.5,-2,33,-54.94068926,-7.704363212,-9.882990708,2,Done,tetracene_A1=-2_A2=33_a=5.9_b=8.7_theta=65.5_cx=0_cy=0_cz=0.log
5.8,8.6,66,-3,33,-54.28835747,-7.70549022,-9.719344258,2,Done,tetracene_A1=-3_A2=33_a=5.8_b=8.6_theta=66.0_cx=0_cy=0_cz=0.log
5.9,8.7,65.5,-1,33,-54.91193173,-7.587607446,-9.934179209,2,Done,tetracene_A1=-1_A2=33_a=5.9_b=8.7_theta=65.5_cx=0_cy=0_cz=0.log
5.7,8.8,64.5,-4,33,-52.90551619,-8.117510776,-9.16762366,1,Done,tetracene_A1=-4_A2=33_a=5.7_b=8.8_theta=64.5_cx=0_cy=0_cz=0.log
5.8,8.9,65.5,-6,33,-51.68163826,-8.109840093,-8.865489518,1,Done,tetracene_A1=-6_A2=33_a=5.8_b=8.9_theta=65.5_cx=0_cy=0_cz=0.log
5.7,8.8,64.5,-5,33,-51.56763726,-8.219974373,-8.781922129,1,Done,tetracene_A1=-5_A2=33_a=5.7_b=8.8_theta=64.5_cx=0_cy=0_cz=0.log
6,8.5,64.5,-2,33,-54.28258187,-7.479933005,-9.830678964,2,Done,tetracene_A1=-2_A2=33_a=6.0_b=8.5_theta=64.5_cx=0_cy=0_cz=0.log
5.8,8.7,66,-3,33,-54.37698447,-7.70549022,-9.741501008,2,Done,tetracene_A1=-3_A2=33_a=5.8_b=8.7_theta=66.0_cx=0_cy=0_cz=0.log
6,8.5,64.5,-1,33,-54.7080713,-7.500308255,-9.926863697,2,Done,tetracene_A1=-1_A2=33_a=6.0_b=8.5_theta=64.5_cx=0_cy=0_cz=0.log
6,8.5,65,-2,33,-54.60986096,-7.509683254,-9.897623614,2,Done,tetracene_A1=-2_A2=33_a=6.0_b=8.5_theta=65.0_cx=0_cy=0_cz=0.log
5.9,8.7,65.5,-6,33,-51.0864651,-7.823618977,-8.859806787,1,Done,tetracene_A1=-6_A2=33_a=5.9_b=8.7_theta=65.5_cx=0_cy=0_cz=0.log
5.7,8.8,65,-4,33,-53.10836256,-8.018276344,-9.267952469,1,Done,tetracene_A1=-4_A2=33_a=5.7_b=8.8_theta=65.0_cx=0_cy=0_cz=0.log
5.8,8.8,66,-3,33,-54.22149753,-7.70549022,-9.702629274,2,Done,tetracene_A1=-3_A2=33_a=5.8_b=8.8_theta=66.0_cx=0_cy=0_cz=0.log
5.7,8.8,65,-5,33,-51.97605591,-8.167283614,-8.910372171,1,Done,tetracene_A1=-5_A2=33_a=5.7_b=8.8_theta=65.0_cx=0_cy=0_cz=0.log
6,8.5,65,-1,33,-54.94266968,-7.506456598,-9.98243912,2,Done,tetracene_A1=-1_A2=33_a=6.0_b=8.5_theta=65.0_cx=0_cy=0_cz=0.log
6,8.5,65.5,-2,33,-54.8568238,-7.519193796,-9.954609052,2,Done,tetracene_A1=-2_A2=33_a=6.0_b=8.5_theta=65.5_cx=0_cy=0_cz=0.log
5.9,8.6,66,-3,33,-54.73332983,-7.736654876,-9.815005019,2,Done,tetracene_A1=-3_A2=33_a=5.9_b=8.6_theta=66.0_cx=0_cy=0_cz=0.log
5.9,8.8,65.5,-6,33,-51.4571202,-7.823618977,-8.952470562,1,Done,tetracene_A1=-6_A2=33_a=5.9_b=8.8_theta=65.5_cx=0_cy=0_cz=0.log
5.7,8.8,65.5,-4,33,-53.17781537,-7.875511544,-9.356698071,1,Done,tetracene_A1=-4_A2=33_a=5.7_b=8.8_theta=65.5_cx=0_cy=0_cz=0.log
5.7,8.8,65.5,-5,33,-52.26416332,-8.07888377,-9.026598945,1,Done,tetracene_A1=-5_A2=33_a=5.7_b=8.8_theta=65.5_cx=0_cy=0_cz=0.log
6,8.5,65.5,-1,33,-55.08692168,-7.487402884,-10.02802898,2,Done,tetracene_A1=-1_A2=33_a=6.0_b=8.5_theta=65.5_cx=0_cy=0_cz=0.log
6,8.6,65.5,-2,33,-54.86401004,-7.519193796,-9.956405613,2,Done,tetracene_A1=-2_A2=33_a=6.0_b=8.6_theta=65.5_cx=0_cy=0_cz=0.log
5.9,8.7,66,-3,33,-54.66759439,-7.736654876,-9.79857116,2,Done,tetracene_A1=-3_A2=33_a=5.9_b=8.7_theta=66.0_cx=0_cy=0_cz=0.log
6,8.6,65.5,-1,33,-55.00989608,-7.487402884,-10.00877258,2,Done,tetracene_A1=-1_A2=33_a=6.0_b=8.6_theta=65.5_cx=0_cy=0_cz=0.log
5.9,8.9,64.5,-6,33,-50.67907808,-7.696036154,-8.821751443,1,Done,tetracene_A1=-6_A2=33_a=5.9_b=8.9_theta=64.5_cx=0_cy=0_cz=0.log
5.7,8.9,64.5,-4,33,-53.12061156,-8.117510776,-9.221397502,1,Done,tetracene_A1=-4_A2=33_a=5.7_b=8.9_theta=64.5_cx=0_cy=0_cz=0.log
5.7,8.9,64.5,-5,33,-52.00857348,-8.219974373,-8.892156183,1,Done,tetracene_A1=-5_A2=33_a=5.7_b=8.9_theta=64.5_cx=0_cy=0_cz=0.log
6,8.7,65.5,-2,33,-54.62341769,-7.519193796,-9.896257524,2,Done,tetracene_A1=-2_A2=33_a=6.0_b=8.7_theta=65.5_cx=0_cy=0_cz=0.log
5.9,8.8,66,-3,33,-54.38129672,-7.736654876,-9.726996742,2,Done,tetracene_A1=-3_A2=33_a=5.9_b=8.8_theta=66.0_cx=0_cy=0_cz=0.log
6,8.7,65.5,-1,33,-54.69098546,-7.487402884,-9.929044922,2,Done,tetracene_A1=-1_A2=33_a=6.0_b=8.7_theta=65.5_cx=0_cy=0_cz=0.log
5.9,8.9,65,-6,33,-51.16297238,-7.765926335,-8.907779927,1,Done,tetracene_A1=-6_A2=33_a=5.9_b=8.9_theta=65.0_cx=0_cy=0_cz=0.log
5.7,8.9,65,-4,33,-53.22506939,-8.018276344,-9.297129174,1,Done,tetracene_A1=-4_A2=33_a=5.7_b=8.9_theta=65.0_cx=0_cy=0_cz=0.log
5.7,8.9,65,-5,33,-52.31006442,-8.167283614,-8.993874299,1,Done,tetracene_A1=-5_A2=33_a=5.7_b=8.9_theta=65.0_cx=0_cy=0_cz=0.log
5.8,8.5,66,-2,33,-54.2211135,-7.4582814,-9.826137674,2,Done,tetracene_A1=-2_A2=33_a=5.8_b=8.5_theta=66.0_cx=0_cy=0_cz=0.log
6,8.6,66,-3,33,-54.56454219,-7.539044447,-9.871613324,2,Done,tetracene_A1=-3_A2=33_a=6.0_b=8.6_theta=66.0_cx=0_cy=0_cz=0.log
5.8,8.6,64,-7,33,-44.03899568,-7.953531117,-7.03298336,2,Done,tetracene_A1=-7_A2=33_a=5.8_b=8.6_theta=64.0_cx=0_cy=0_cz=0.log
5.9,8.7,64.5,-7,33,-47.30784838,-7.638793437,-8.007565376,1,Done,tetracene_A1=-7_A2=33_a=5.9_b=8.7_theta=64.5_cx=0_cy=0_cz=0.log
5.8,8.6,66,-2,33,-54.46344531,-7.4582814,-9.886720627,2,Done,tetracene_A1=-2_A2=33_a=5.8_b=8.6_theta=66.0_cx=0_cy=0_cz=0.log
5.7,8.9,65.5,-4,33,-53.19976818,-7.875511544,-9.362186273,1,Done,tetracene_A1=-4_A2=33_a=5.7_b=8.9_theta=65.5_cx=0_cy=0_cz=0.log
5.7,8.9,65.5,-5,33,-52.49490879,-8.07888377,-9.084285312,1,Done,tetracene_A1=-5_A2=33_a=5.7_b=8.9_theta=65.5_cx=0_cy=0_cz=0.log
6,8.7,66,-3,33,-54.3633926,-7.539044447,-9.821325928,2,Done,tetracene_A1=-3_A2=33_a=6.0_b=8.7_theta=66.0_cx=0_cy=0_cz=0.log
5.9,8.9,65.5,-6,33,-51.58389981,-7.823618977,-8.984165464,2,Done,tetracene_A1=-6_A2=33_a=5.9_b=8.9_theta=65.5_cx=0_cy=0_cz=0.log
5.8,8.6,64.5,-7,33,-45.20425915,-8.024154858,-7.28898736,1,Done,tetracene_A1=-7_A2=33_a=5.8_b=8.6_theta=64.5_cx=0_cy=0_cz=0.log
5.8,8.7,66,-2,33,-54.41960244,-7.4582814,-9.87575991,2,Done,tetracene_A1=-2_A2=33_a=5.8_b=8.7_theta=66.0_cx=0_cy=0_cz=0.log
6,8.8,66,-3,33,-53.96343781,-7.539044447,-9.721337229,2,Done,tetracene_A1=-3_A2=33_a=6.0_b=8.8_theta=66.0_cx=0_cy=0_cz=0.log
5.8,8.7,65.5,-4,33,-53.723355,-7.97470707,-9.443485214,1,Done,tetracene_A1=-4_A2=33_a=5.8_b=8.7_theta=65.5_cx=0_cy=0_cz=0.log
5.8,8.7,65.5,-5,33,-52.53672857,-8.062026342,-9.103168971,1,Done,tetracene_A1=-5_A2=33_a=5.8_b=8.7_theta=65.5_cx=0_cy=0_cz=0.log
6,8.7,65.5,-6,33,-50.96559162,-7.433590137,-9.024602836,2,Done,tetracene_A1=-6_A2=33_a=6.0_b=8.7_theta=65.5_cx=0_cy=0_cz=0.log
5.9,8.5,66,-2,33,-54.97332228,-7.616790426,-9.934935358,2,Done,tetracene_A1=-2_A2=33_a=5.9_b=8.5_theta=66.0_cx=0_cy=0_cz=0.log
5.8,8.5,65.5,-3,33,-53.73684395,-7.840689759,-9.513866108,2,Done,tetracene_A1=-3_A2=33_a=5.8_b=8.5_theta=65.5_cx=0_cy=0_cz=0.log
5.8,8.6,65,-7,33,-46.2856873,-8.08230119,-7.53027123,1,Done,tetracene_A1=-7_A2=33_a=5.8_b=8.6_theta=65.0_cx=0_cy=0_cz=0.log
6,8.8,65.5,-6,33,-51.16164582,-7.433590137,-9.073616387,2,Done,tetracene_A1=-6_A2=33_a=6.0_b=8.8_theta=65.5_cx=0_cy=0_cz=0.log
5.8,8.8,65.5,-4,33,-53.81973802,-7.97470707,-9.46758097,1,Done,tetracene_A1=-4_A2=33_a=5.8_b=8.8_theta=65.5_cx=0_cy=0_cz=0.log
5.8,8.8,65.5,-5,33,-52.84367132,-8.062026342,-9.179904658,1,Done,tetracene_A1=-5_A2=33_a=5.8_b=8.8_theta=65.5_cx=0_cy=0_cz=0.log
5.9,8.6,66,-2,33,-55.04635692,-7.616790426,-9.953194016,2,Done,tetracene_A1=-2_A2=33_a=5.9_b=8.6_theta=66.0_cx=0_cy=0_cz=0.log
5.8,8.5,66,-3,33,-53.90332988,-7.70549022,-9.623087361,2,Done,tetracene_A1=-3_A2=33_a=5.8_b=8.5_theta=66.0_cx=0_cy=0_cz=0.log
5.8,8.7,64,-7,33,-45.7102029,-7.953531117,-7.450785166,1,Done,tetracene_A1=-7_A2=33_a=5.8_b=8.7_theta=64.0_cx=0_cy=0_cz=0.log
6,8.9,64.5,-6,33,-50.30908062,-7.268327848,-8.94310623,2,Done,tetracene_A1=-6_A2=33_a=6.0_b=8.9_theta=64.5_cx=0_cy=0_cz=0.log
5.8,8.9,64.5,-4,33,-53.41343283,-8.038793411,-9.333961501,1,Done,tetracene_A1=-4_A2=33_a=5.8_b=8.9_theta=64.5_cx=0_cy=0_cz=0.log
5.8,8.9,64.5,-5,33,-52.30282045,-8.057902346,-9.046753939,1,Done,tetracene_A1=-5_A2=33_a=5.8_b=8.9_theta=64.5_cx=0_cy=0_cz=0.log
5.9,8.7,66,-2,33,-54.85920081,-7.616790426,-9.906404988,2,Done,tetracene_A1=-2_A2=33_a=5.9_b=8.7_theta=66.0_cx=0_cy=0_cz=0.log
5.8,8.5,66.5,-3,33,-53.92202717,-7.521116486,-9.71994855,2,Done,tetracene_A1=-3_A2=33_a=5.8_b=8.5_theta=66.5_cx=0_cy=0_cz=0.log
6,8.9,65,-6,33,-50.74825227,-7.354865242,-9.009630447,2,Done,tetracene_A1=-6_A2=33_a=6.0_b=8.9_theta=65.0_cx=0_cy=0_cz=0.log
5.8,8.7,64.5,-7,33,-46.72683938,-8.024154858,-7.669632416,1,Done,tetracene_A1=-7_A2=33_a=5.8_b=8.7_theta=64.5_cx=0_cy=0_cz=0.log
5.8,8.9,65,-4,33,-53.60117378,-8.021779105,-9.389403892,1,Done,tetracene_A1=-4_A2=33_a=5.8_b=8.9_theta=65.0_cx=0_cy=0_cz=0.log
6,8.5,66,-2,33,-55.01565913,-7.504266588,-10.00178149,2,Done,tetracene_A1=-2_A2=33_a=6.0_b=8.5_theta=66.0_cx=0_cy=0_cz=0.log
5.8,8.9,65,-5,33,-52.64837765,-8.071892054,-9.126148387,1,Done,tetracene_A1=-5_A2=33_a=5.8_b=8.9_theta=65.0_cx=0_cy=0_cz=0.log
5.8,8.6,66.5,-3,33,-54.20181129,-7.521116486,-9.789894579,2,Done,tetracene_A1=-3_A2=33_a=5.8_b=8.6_theta=66.5_cx=0_cy=0_cz=0.log
6,8.9,65.5,-6,33,-51.13745406,-7.433590137,-9.067568446,2,Done,tetracene_A1=-6_A2=33_a=6.0_b=8.9_theta=65.5_cx=0_cy=0_cz=0.log
5.8,8.7,65,-7,33,-47.6633604,-8.08230119,-7.874689506,1,Done,tetracene_A1=-7_A2=33_a=5.8_b=8.7_theta=65.0_cx=0_cy=0_cz=0.log
6,8.6,66,-2,33,-54.93955723,-7.504266588,-9.982756013,2,Done,tetracene_A1=-2_A2=33_a=6.0_b=8.6_theta=66.0_cx=0_cy=0_cz=0.log
5.8,8.7,66.5,-3,33,-54.19808388,-7.521116486,-9.788962727,2,Done,tetracene_A1=-3_A2=33_a=5.8_b=8.7_theta=66.5_cx=0_cy=0_cz=0.log
5.8,8.9,65.5,-4,33,-53.69086504,-7.97470707,-9.435362724,1,Done,tetracene_A1=-4_A2=33_a=5.8_b=8.9_theta=65.5_cx=0_cy=0_cz=0.log
5.8,8.9,65.5,-5,33,-52.90598557,-8.062026342,-9.195483222,1,Done,tetracene_A1=-5_A2=33_a=5.8_b=8.9_theta=65.5_cx=0_cy=0_cz=0.log
5.7,8.8,65,-6,33,-50.27985873,-8.265815234,-8.437057065,2,Done,tetracene_A1=-6_A2=33_a=5.7_b=8.8_theta=65.0_cx=0_cy=0_cz=0.log
5.8,8.8,64,-7,33,-46.98947239,-7.953531117,-7.77060254,1,Done,tetracene_A1=-7_A2=33_a=5.8_b=8.8_theta=64.0_cx=0_cy=0_cz=0.log
6,8.7,66,-2,33,-54.62765966,-7.504266588,-9.90478162,2,Done,tetracene_A1=-2_A2=33_a=6.0_b=8.7_theta=66.0_cx=0_cy=0_cz=0.log
5.9,8.5,65.5,-3,33,-54.27898749,-7.781265817,-9.679113964,2,Done,tetracene_A1=-3_A2=33_a=5.9_b=8.5_theta=65.5_cx=0_cy=0_cz=0.log
5.9,8.7,65.5,-4,33,-53.86677366,-7.822940011,-9.555223409,1,Done,tetracene_A1=-4_A2=33_a=5.9_b=8.7_theta=65.5_cx=0_cy=0_cz=0.log
5.7,8.8,65.5,-6,33,-50.79152285,-8.22259109,-8.586585168,2,Done,tetracene_A1=-6_A2=33_a=5.7_b=8.8_theta=65.5_cx=0_cy=0_cz=0.log
5.9,8.7,65.5,-5,33,-52.707464,-7.835101155,-9.259315422,1,Done,tetracene_A1=-5_A2=33_a=5.9_b=8.7_theta=65.5_cx=0_cy=0_cz=0.log
5.8,8.6,64,-8,33,-39.8985617,-7.898042918,-6.025618967,2,Done,tetracene_A1=-8_A2=33_a=5.8_b=8.6_theta=64.0_cx=0_cy=0_cz=0.log
5.9,8.7,64.5,-8,33,-44.19703783,-7.573780891,-7.262369013,1,Done,tetracene_A1=-8_A2=33_a=5.9_b=8.7_theta=64.5_cx=0_cy=0_cz=0.log
5.9,8.5,66,-3,33,-54.52897241,-7.736654876,-9.763915665,2,Done,tetracene_A1=-3_A2=33_a=5.9_b=8.5_theta=66.0_cx=0_cy=0_cz=0.log
5.7,8.8,66,-6,33,-51.18395506,-8.145703545,-8.723136992,2,Done,tetracene_A1=-6_A2=33_a=5.7_b=8.8_theta=66.0_cx=0_cy=0_cz=0.log
5.9,8.8,65.5,-4,33,-53.80801111,-7.822940011,-9.540532773,1,Done,tetracene_A1=-4_A2=33_a=5.9_b=8.8_theta=65.5_cx=0_cy=0_cz=0.log
5.9,8.8,65.5,-5,33,-52.84137714,-7.835101155,-9.292793707,1,Done,tetracene_A1=-5_A2=33_a=5.9_b=8.8_theta=65.5_cx=0_cy=0_cz=0.log
5.8,8.8,64.5,-7,33,-47.8710637,-8.024154858,-7.955688497,2,Done,tetracene_A1=-7_A2=33_a=5.8_b=8.8_theta=64.5_cx=0_cy=0_cz=0.log
5.9,8.5,66.5,-3,33,-54.66473546,-7.656981187,-9.837693271,2,Done,tetracene_A1=-3_A2=33_a=5.9_b=8.5_theta=66.5_cx=0_cy=0_cz=0.log
5.8,8.6,64.5,-8,33,-41.3157077,-7.981382521,-6.338235664,1,Done,tetracene_A1=-8_A2=33_a=5.8_b=8.6_theta=64.5_cx=0_cy=0_cz=0.log
5.7,8.9,65,-6,33,-50.88211522,-8.265815234,-8.587621187,2,Done,tetracene_A1=-6_A2=33_a=5.7_b=8.9_theta=65.0_cx=0_cy=0_cz=0.log
5.9,8.9,64.5,-4,33,-53.17930132,-7.773339111,-9.408155773,1,Done,tetracene_A1=-4_A2=33_a=5.9_b=8.9_theta=64.5_cx=0_cy=0_cz=0.log
5.9,8.9,64.5,-5,33,-52.12637468,-7.742042677,-9.16057233,1,Done,tetracene_A1=-5_A2=33_a=5.9_b=8.9_theta=64.5_cx=0_cy=0_cz=0.log
5.8,8.8,65,-7,33,-48.67611636,-8.08230119,-8.127878496,2,Done,tetracene_A1=-7_A2=33_a=5.8_b=8.8_theta=65.0_cx=0_cy=0_cz=0.log
5.9,8.6,66.5,-3,33,-54.77521989,-7.656981187,-9.865314379,2,Done,tetracene_A1=-3_A2=33_a=5.9_b=8.6_theta=66.5_cx=0_cy=0_cz=0.log
