a,b,theta,A1,A2,E,E_p,E_t,machine_type,status,file_name
5.9,8.5,68.5,-5,33,-53.54772248,-7.528886315,-9.622487461,1,Done,tetracene_A1=-5_A2=33_a=5.9_b=8.5_theta=68.5_cx=0_cy=0_cz=0.log
6,8.5,68.5,-6,33,-52.86902021,-7.627958849,-9.403275628,2,Done,tetracene_A1=-6_A2=33_a=6.0_b=8.5_theta=68.5_cx=0_cy=0_cz=0.log
5.9,9.1,67.5,-7,33,-51.08614131,-7.946316008,-8.798377323,2,Done,tetracene_A1=-7_A2=33_a=5.9_b=9.1_theta=67.5_cx=0_cy=0_cz=0.log
5.9,9.1,65.5,-8,33,-48.60622932,-7.749644333,-8.276735163,2,Done,tetracene_A1=-8_A2=33_a=5.9_b=9.1_theta=65.5_cx=0_cy=0_cz=0.log
6.1,8.8,65,-9,33,-43.97452028,-6.679975727,-7.653642206,1,Done,tetracene_A1=-9_A2=33_a=6.1_b=8.8_theta=65.0_cx=0_cy=0_cz=0.log
5.9,8.4,68.5,-4,33,-53.75142979,-7.240677247,-9.817518824,1,Done,tetracene_A1=-4_A2=33_a=5.9_b=8.4_theta=68.5_cx=0_cy=0_cz=0.log
5.9,8.6,68.5,-5,33,-53.65003673,-7.528886315,-9.648066024,1,Done,tetracene_A1=-5_A2=33_a=5.9_b=8.6_theta=68.5_cx=0_cy=0_cz=0.log
6,8.5,69,-6,33,-53.08919339,-7.585923209,-9.479336743,2,Done,tetracene_A1=-6_A2=33_a=6.0_b=8.5_theta=69.0_cx=0_cy=0_cz=0.log
5.8,8.8,67,-7,33,-51.03432404,-8.137180704,-8.689990659,2,Done,tetracene_A1=-7_A2=33_a=5.8_b=8.8_theta=67.0_cx=0_cy=0_cz=0.log
5.9,9.1,66,-8,33,-49.08725087,-7.824894078,-8.35936568,2,Done,tetracene_A1=-8_A2=33_a=5.9_b=9.1_theta=66.0_cx=0_cy=0_cz=0.log
6.1,8.8,65.5,-9,33,-44.81382745,-6.783285208,-7.811814259,1,Done,tetracene_A1=-9_A2=33_a=6.1_b=8.8_theta=65.5_cx=0_cy=0_cz=0.log
6,8.6,69,-6,33,-53.16801618,-7.585923209,-9.499042439,2,Done,tetracene_A1=-6_A2=33_a=6.0_b=8.6_theta=69.0_cx=0_cy=0_cz=0.log
5.9,8.5,68.5,-4,33,-53.94904524,-7.240677247,-9.866922687,1,Done,tetracene_A1=-4_A2=33_a=5.9_b=8.5_theta=68.5_cx=0_cy=0_cz=0.log
5.9,8.7,68.5,-5,33,-53.50686907,-7.528886315,-9.612274109,1,Done,tetracene_A1=-5_A2=33_a=5.9_b=8.7_theta=68.5_cx=0_cy=0_cz=0.log
5.8,8.8,67.5,-7,33,-51.37602332,-8.088444512,-8.799783573,2,Done,tetracene_A1=-7_A2=33_a=5.8_b=8.8_theta=67.5_cx=0_cy=0_cz=0.log
5.9,9.1,66.5,-8,33,-49.50853599,-7.889424696,-8.432421649,2,Done,tetracene_A1=-8_A2=33_a=5.9_b=9.1_theta=66.5_cx=0_cy=0_cz=0.log
6,8.7,69,-6,33,-53.01315173,-7.585923209,-9.460326327,2,Done,tetracene_A1=-6_A2=33_a=6.0_b=8.7_theta=69.0_cx=0_cy=0_cz=0.log
6.1,8.9,64.5,-9,33,-43.93142038,-6.573473475,-7.696118358,1,Done,tetracene_A1=-9_A2=33_a=6.1_b=8.9_theta=64.5_cx=0_cy=0_cz=0.log
5.8,8.8,68,-7,33,-51.60232601,-8.005595622,-8.897783693,2,Done,tetracene_A1=-7_A2=33_a=5.8_b=8.8_theta=68.0_cx=0_cy=0_cz=0.log
5.9,8.6,68.5,-4,33,-53.86889967,-7.240677247,-9.846886293,1,Done,tetracene_A1=-4_A2=33_a=5.9_b=8.6_theta=68.5_cx=0_cy=0_cz=0.log
6,8.5,67.5,-5,33,-53.47936154,-7.599262817,-9.570208976,1,Done,tetracene_A1=-5_A2=33_a=6.0_b=8.5_theta=67.5_cx=0_cy=0_cz=0.log
5.7,9,67,-8,33,-49.55088036,-8.289730895,-8.242854643,2,Done,tetracene_A1=-8_A2=33_a=5.7_b=9.0_theta=67.0_cx=0_cy=0_cz=0.log
6.1,8.5,68,-6,33,-52.30459254,-7.309321821,-9.421487223,2,Done,tetracene_A1=-6_A2=33_a=6.1_b=8.5_theta=68.0_cx=0_cy=0_cz=0.log
5.8,8.9,68,-7,33,-51.66898766,-8.005595622,-8.914449103,2,Done,tetracene_A1=-7_A2=33_a=5.8_b=8.9_theta=68.0_cx=0_cy=0_cz=0.log
6.1,8.9,65,-9,33,-44.71087816,-6.679975727,-7.837731677,1,Done,tetracene_A1=-9_A2=33_a=6.1_b=8.9_theta=65.0_cx=0_cy=0_cz=0.log
6,8.4,68.5,-4,33,-54.30819683,-7.369660673,-9.89221887,1,Done,tetracene_A1=-4_A2=33_a=6.0_b=8.4_theta=68.5_cx=0_cy=0_cz=0.log
6,8.5,68,-5,33,-53.70924857,-7.576461614,-9.639081336,1,Done,tetracene_A1=-5_A2=33_a=6.0_b=8.5_theta=68.0_cx=0_cy=0_cz=0.log
5.7,9.1,67,-8,33,-49.79515495,-8.289730895,-8.303923289,2,Done,tetracene_A1=-8_A2=33_a=5.7_b=9.1_theta=67.0_cx=0_cy=0_cz=0.log
6.1,8.5,68.5,-6,33,-52.62938418,-7.336953597,-9.488869247,2,Done,tetracene_A1=-6_A2=33_a=6.1_b=8.5_theta=68.5_cx=0_cy=0_cz=0.log
5.8,9,68,-7,33,-51.53376678,-8.005595622,-8.880643884,2,Done,tetracene_A1=-7_A2=33_a=5.8_b=9.0_theta=68.0_cx=0_cy=0_cz=0.log
6.1,8.9,65.5,-9,33,-45.44224107,-6.783285208,-7.968917663,1,Done,tetracene_A1=-9_A2=33_a=6.1_b=8.9_theta=65.5_cx=0_cy=0_cz=0.log
5.7,9.2,66,-8,33,-49.32622425,-8.36719073,-8.147960698,2,Done,tetracene_A1=-8_A2=33_a=5.7_b=9.2_theta=66.0_cx=0_cy=0_cz=0.log
6,8.5,68.5,-4,33,-54.3582922,-7.369660673,-9.904742714,1,Done,tetracene_A1=-4_A2=33_a=6.0_b=8.5_theta=68.5_cx=0_cy=0_cz=0.log
6,8.5,68.5,-5,33,-53.83975057,-7.523989227,-9.697943029,1,Done,tetracene_A1=-5_A2=33_a=6.0_b=8.5_theta=68.5_cx=0_cy=0_cz=0.log
6.1,8.5,69,-6,33,-52.87997654,-7.346383817,-9.546802225,2,Done,tetracene_A1=-6_A2=33_a=6.1_b=8.5_theta=69.0_cx=0_cy=0_cz=0.log
5.9,8.8,67,-7,33,-51.21402785,-7.933966611,-8.836523656,2,Done,tetracene_A1=-7_A2=33_a=5.9_b=8.8_theta=67.0_cx=0_cy=0_cz=0.log
5.7,9.2,66.5,-8,33,-49.63042855,-8.3430705,-8.236071888,2,Done,tetracene_A1=-8_A2=33_a=5.7_b=9.2_theta=66.5_cx=0_cy=0_cz=0.log
5.9,8.8,66,-9,33,-45.29565473,-7.781705074,-7.433061146,1,Done,tetracene_A1=-9_A2=33_a=5.9_b=8.8_theta=66.0_cx=0_cy=0_cz=0.log
6,8.6,68.5,-4,33,-54.15422344,-7.369660673,-9.853725524,1,Done,tetracene_A1=-4_A2=33_a=6.0_b=8.6_theta=68.5_cx=0_cy=0_cz=0.log
6,8.6,68.5,-5,33,-53.80207989,-7.523989227,-9.688525359,1,Done,tetracene_A1=-5_A2=33_a=6.0_b=8.6_theta=68.5_cx=0_cy=0_cz=0.log
6.1,8.6,68,-6,33,-52.41129434,-7.309321821,-9.448162673,2,Done,tetracene_A1=-6_A2=33_a=6.1_b=8.6_theta=68.0_cx=0_cy=0_cz=0.log
5.9,8.8,67.5,-7,33,-51.59168094,-7.946316008,-8.92476223,2,Done,tetracene_A1=-7_A2=33_a=5.9_b=8.8_theta=67.5_cx=0_cy=0_cz=0.log
5.7,9.2,67,-8,33,-49.83340545,-8.289730895,-8.313485914,2,Done,tetracene_A1=-8_A2=33_a=5.7_b=9.2_theta=67.0_cx=0_cy=0_cz=0.log
6.1,8.4,68.5,-4,33,-54.21135446,-7.240348432,-9.932664399,1,Done,tetracene_A1=-4_A2=33_a=6.1_b=8.4_theta=68.5_cx=0_cy=0_cz=0.log
6.1,8.6,68.5,-6,33,-52.65420597,-7.336953597,-9.495074693,2,Done,tetracene_A1=-6_A2=33_a=6.1_b=8.6_theta=68.5_cx=0_cy=0_cz=0.log
5.9,8.9,66,-9,33,-46.25167375,-7.781705074,-7.6720659,1,Done,tetracene_A1=-9_A2=33_a=5.9_b=8.9_theta=66.0_cx=0_cy=0_cz=0.log
6,8.7,68.5,-5,33,-53.54076214,-7.523989227,-9.62319592,1,Done,tetracene_A1=-5_A2=33_a=6.0_b=8.7_theta=68.5_cx=0_cy=0_cz=0.log
5.9,8.8,68,-7,33,-51.88152027,-7.935743719,-9.002508209,2,Done,tetracene_A1=-7_A2=33_a=5.9_b=8.8_theta=68.0_cx=0_cy=0_cz=0.log
5.8,9,67,-8,33,-49.98559921,-8.208672918,-8.392063343,2,Done,tetracene_A1=-8_A2=33_a=5.8_b=9.0_theta=67.0_cx=0_cy=0_cz=0.log
6.1,8.6,69,-6,33,-52.82631188,-7.346383817,-9.533386062,2,Done,tetracene_A1=-6_A2=33_a=6.1_b=8.6_theta=69.0_cx=0_cy=0_cz=0.log
6.1,8.5,68.5,-4,33,-54.13100557,-7.240348432,-9.912577177,1,Done,tetracene_A1=-4_A2=33_a=6.1_b=8.5_theta=68.5_cx=0_cy=0_cz=0.log
5.9,8.9,68,-7,33,-51.80856596,-7.935743719,-8.984269631,2,Done,tetracene_A1=-7_A2=33_a=5.9_b=8.9_theta=68.0_cx=0_cy=0_cz=0.log
5.9,9,65,-9,33,-45.36834549,-7.602731692,-7.540720526,1,Done,tetracene_A1=-9_A2=33_a=5.9_b=9.0_theta=65.0_cx=0_cy=0_cz=0.log
6.1,8.5,67.5,-5,33,-53.14879178,-7.278585126,-9.647905382,1,Done,tetracene_A1=-5_A2=33_a=6.1_b=8.5_theta=67.5_cx=0_cy=0_cz=0.log
5.8,9.1,67,-8,33,-50.07396015,-8.208672918,-8.414153578,2,Done,tetracene_A1=-8_A2=33_a=5.8_b=9.1_theta=67.0_cx=0_cy=0_cz=0.log
6.1,8.7,68,-6,33,-52.28500167,-7.309321821,-9.416589508,2,Done,tetracene_A1=-6_A2=33_a=6.1_b=8.7_theta=68.0_cx=0_cy=0_cz=0.log
5.9,9,68,-7,33,-51.55448465,-7.935743719,-8.920749303,2,Done,tetracene_A1=-7_A2=33_a=5.9_b=9.0_theta=68.0_cx=0_cy=0_cz=0.log
6.1,8.6,68.5,-4,33,-53.81856834,-7.240348432,-9.83446787,1,Done,tetracene_A1=-4_A2=33_a=6.1_b=8.6_theta=68.5_cx=0_cy=0_cz=0.log
5.9,9,65.5,-9,33,-46.17212305,-7.695709849,-7.695175838,1,Done,tetracene_A1=-9_A2=33_a=5.9_b=9.0_theta=65.5_cx=0_cy=0_cz=0.log
5.8,9.2,66,-8,33,-49.36945467,-8.164541395,-8.26009297,2,Done,tetracene_A1=-8_A2=33_a=5.8_b=9.2_theta=66.0_cx=0_cy=0_cz=0.log
6.1,8.5,68,-5,33,-53.39821696,-7.301495517,-9.698806483,1,Done,tetracene_A1=-5_A2=33_a=6.1_b=8.5_theta=68.0_cx=0_cy=0_cz=0.log
6.1,8.7,68.5,-6,33,-52.45596552,-7.336953597,-9.445514581,2,Done,tetracene_A1=-6_A2=33_a=6.1_b=8.7_theta=68.5_cx=0_cy=0_cz=0.log
6,8.8,67,-7,33,-50.97349071,-7.591902125,-8.947421616,2,Done,tetracene_A1=-7_A2=33_a=6.0_b=8.8_theta=67.0_cx=0_cy=0_cz=0.log
5.8,8.6,64,-10,33,-28.5797045,-7.765240467,-3.262305891,1,Done,tetracene_A1=-10_A2=33_a=5.8_b=8.6_theta=64.0_cx=0_cy=0_cz=0.log
5.9,8.7,64.5,-10,33,-35.65447814,-7.431023621,-5.198107725,2,Done,tetracene_A1=-10_A2=33_a=5.9_b=8.7_theta=64.5_cx=0_cy=0_cz=0.log
5.8,9.2,66.5,-8,33,-49.71221569,-8.196199275,-8.329954286,1,Done,tetracene_A1=-8_A2=33_a=5.8_b=9.2_theta=66.5_cx=0_cy=0_cz=0.log
6.1,8.5,68.5,-5,33,-53.5727777,-7.304789944,-9.740799452,1,Done,tetracene_A1=-5_A2=33_a=6.1_b=8.5_theta=68.5_cx=0_cy=0_cz=0.log
6.1,8.7,69,-6,33,-52.55940929,-7.346383817,-9.466660413,2,Done,tetracene_A1=-6_A2=33_a=6.1_b=8.7_theta=69.0_cx=0_cy=0_cz=0.log
6,8.8,67.5,-7,33,-51.34683657,-7.640320796,-9.016548745,2,Done,tetracene_A1=-7_A2=33_a=6.0_b=8.8_theta=67.5_cx=0_cy=0_cz=0.log
5.9,9,66,-9,33,-46.91362903,-7.781705074,-7.837554719,2,Done,tetracene_A1=-9_A2=33_a=5.9_b=9.0_theta=66.0_cx=0_cy=0_cz=0.log
5.8,8.6,64.5,-10,33,-30.6336878,-7.865504015,-3.725669942,1,Done,tetracene_A1=-10_A2=33_a=5.8_b=8.6_theta=64.5_cx=0_cy=0_cz=0.log
5.8,9.2,67,-8,33,-49.97846568,-8.208672918,-8.39027996,1,Done,tetracene_A1=-8_A2=33_a=5.8_b=9.2_theta=67.0_cx=0_cy=0_cz=0.log
5.9,8.5,69.5,-6,33,-52.7643917,-7.454669453,-9.4637632,2,Done,tetracene_A1=-6_A2=33_a=5.9_b=8.5_theta=69.5_cx=0_cy=0_cz=0.log
6.1,8.6,67.5,-5,33,-53.13744138,-7.278585126,-9.645067781,1,Done,tetracene_A1=-5_A2=33_a=6.1_b=8.6_theta=67.5_cx=0_cy=0_cz=0.log
6,8.8,68,-7,33,-51.65289077,-7.673767079,-9.076339153,2,Done,tetracene_A1=-7_A2=33_a=6.0_b=8.8_theta=68.0_cx=0_cy=0_cz=0.log
6,8.8,66,-9,33,-45.57134247,-7.346988737,-7.719341248,2,Done,tetracene_A1=-9_A2=33_a=6.0_b=8.8_theta=66.0_cx=0_cy=0_cz=0.log
5.8,8.6,65,-10,33,-32.59060534,-7.959624239,-4.167839216,1,Done,tetracene_A1=-10_A2=33_a=5.8_b=8.6_theta=65.0_cx=0_cy=0_cz=0.log
5.9,8.6,69.5,-6,33,-52.89782543,-7.454669453,-9.497121631,2,Done,tetracene_A1=-6_A2=33_a=5.9_b=8.6_theta=69.5_cx=0_cy=0_cz=0.log
5.9,9,67,-8,33,-49.91835775,-7.941269572,-8.508954651,1,Done,tetracene_A1=-8_A2=33_a=5.9_b=9.0_theta=67.0_cx=0_cy=0_cz=0.log
6,8.9,67,-7,33,-50.93007204,-7.591902125,-8.936566948,2,Done,tetracene_A1=-7_A2=33_a=6.0_b=8.9_theta=67.0_cx=0_cy=0_cz=0.log
6.1,8.6,68,-5,33,-53.3100744,-7.301495517,-9.676770841,1,Done,tetracene_A1=-5_A2=33_a=6.1_b=8.6_theta=68.0_cx=0_cy=0_cz=0.log
6,8.9,66,-9,33,-46.29969583,-7.346988737,-7.90142959,2,Done,tetracene_A1=-9_A2=33_a=6.0_b=8.9_theta=66.0_cx=0_cy=0_cz=0.log
5.8,8.7,64,-10,33,-32.0869357,-7.765240467,-4.139113691,1,Done,tetracene_A1=-10_A2=33_a=5.8_b=8.7_theta=64.0_cx=0_cy=0_cz=0.log
5.9,8.7,69.5,-6,33,-52.78673859,-7.454669453,-9.469349921,2,Done,tetracene_A1=-6_A2=33_a=5.9_b=8.7_theta=69.5_cx=0_cy=0_cz=0.log
6,8.9,67.5,-7,33,-51.22490887,-7.640320796,-8.986066819,2,Done,tetracene_A1=-7_A2=33_a=6.0_b=8.9_theta=67.5_cx=0_cy=0_cz=0.log
5.9,9.1,67,-8,33,-49.86703998,-7.941269572,-8.496125209,1,Done,tetracene_A1=-8_A2=33_a=5.9_b=9.1_theta=67.0_cx=0_cy=0_cz=0.log
6.1,8.6,68.5,-5,33,-53.41119638,-7.304789944,-9.700404123,1,Done,tetracene_A1=-5_A2=33_a=6.1_b=8.6_theta=68.5_cx=0_cy=0_cz=0.log
6,9,65,-9,33,-45.37941979,-7.150678508,-7.769515693,2,Done,tetracene_A1=-9_A2=33_a=6.0_b=9.0_theta=65.0_cx=0_cy=0_cz=0.log
6,8.5,69.5,-6,33,-53.20358595,-7.511706347,-9.545043315,2,Done,tetracene_A1=-6_A2=33_a=6.0_b=8.5_theta=69.5_cx=0_cy=0_cz=0.log
6,8.9,68,-7,33,-51.45582,-7.673767079,-9.02707146,2,Done,tetracene_A1=-7_A2=33_a=6.0_b=8.9_theta=68.0_cx=0_cy=0_cz=0.log
5.8,8.7,64.5,-10,33,-33.91493508,-7.865504015,-4.545981762,1,Done,tetracene_A1=-10_A2=33_a=5.8_b=8.7_theta=64.5_cx=0_cy=0_cz=0.log
5.9,9.2,66,-8,33,-49.02442959,-7.824894078,-8.34366036,1,Done,tetracene_A1=-8_A2=33_a=5.9_b=9.2_theta=66.0_cx=0_cy=0_cz=0.log
6,9,65.5,-9,33,-46.09782586,-7.251231966,-7.898840483,2,Done,tetracene_A1=-9_A2=33_a=6.0_b=9.0_theta=65.5_cx=0_cy=0_cz=0.log
6.1,8.7,67.5,-5,33,-52.90289069,-7.278585126,-9.586430109,1,Done,tetracene_A1=-5_A2=33_a=6.1_b=8.7_theta=67.5_cx=0_cy=0_cz=0.log
6,8.6,69.5,-6,33,-53.19832993,-7.511706347,-9.543729309,2,Done,tetracene_A1=-6_A2=33_a=6.0_b=8.6_theta=69.5_cx=0_cy=0_cz=0.log
6,9,67,-7,33,-50.70649776,-7.591902125,-8.880673377,2,Done,tetracene_A1=-7_A2=33_a=6.0_b=9.0_theta=67.0_cx=0_cy=0_cz=0.log
5.8,8.7,65,-10,33,-35.65108959,-7.959624239,-4.932960277,1,Done,tetracene_A1=-10_A2=33_a=5.8_b=8.7_theta=65.0_cx=0_cy=0_cz=0.log
6,9,66,-9,33,-46.76385996,-7.346988737,-8.017470621,2,Done,tetracene_A1=-9_A2=33_a=6.0_b=9.0_theta=66.0_cx=0_cy=0_cz=0.log
5.9,9.2,66.5,-8,33,-49.36791602,-7.889424696,-8.397266656,1,Done,tetracene_A1=-8_A2=33_a=5.9_b=9.2_theta=66.5_cx=0_cy=0_cz=0.log
6.1,8.7,68,-5,33,-53.00868637,-7.301495517,-9.601423833,1,Done,tetracene_A1=-5_A2=33_a=6.1_b=8.7_theta=68.0_cx=0_cy=0_cz=0.log
6,8.7,69.5,-6,33,-52.96987362,-7.511706347,-9.486615231,2,Done,tetracene_A1=-6_A2=33_a=6.0_b=8.7_theta=69.5_cx=0_cy=0_cz=0.log
6,9,67.5,-7,33,-50.93186421,-7.640320796,-8.912805655,2,Done,tetracene_A1=-7_A2=33_a=6.0_b=9.0_theta=67.5_cx=0_cy=0_cz=0.log
6.1,8.8,66,-9,33,-45.60096596,-6.882879831,-7.958801574,2,Done,tetracene_A1=-9_A2=33_a=6.1_b=8.8_theta=66.0_cx=0_cy=0_cz=0.log
5.8,8.8,64,-10,33,-35.01936774,-7.765240467,-4.872221701,1,Done,tetracene_A1=-10_A2=33_a=5.8_b=8.8_theta=64.0_cx=0_cy=0_cz=0.log
5.9,9.2,67,-8,33,-49.65202745,-7.941269572,-8.442372075,1,Done,tetracene_A1=-8_A2=33_a=5.9_b=9.2_theta=67.0_cx=0_cy=0_cz=0.log
6.1,8.5,69.5,-6,33,-53.05003426,-7.333971669,-9.595522729,2,Done,tetracene_A1=-6_A2=33_a=6.1_b=8.5_theta=69.5_cx=0_cy=0_cz=0.log
6.1,8.7,68.5,-5,33,-53.0462943,-7.304789944,-9.609178602,1,Done,tetracene_A1=-5_A2=33_a=6.1_b=8.7_theta=68.5_cx=0_cy=0_cz=0.log
6,9,68,-7,33,-51.09643247,-7.673767079,-8.937224579,2,Done,tetracene_A1=-7_A2=33_a=6.0_b=9.0_theta=68.0_cx=0_cy=0_cz=0.log
6.1,8.9,66,-9,33,-46.12493179,-6.882879831,-8.089793031,2,Done,tetracene_A1=-9_A2=33_a=6.1_b=8.9_theta=66.0_cx=0_cy=0_cz=0.log
5.8,8.8,64.5,-10,33,-36.6403842,-7.865504015,-5.227344043,1,Done,tetracene_A1=-10_A2=33_a=5.8_b=8.8_theta=64.5_cx=0_cy=0_cz=0.log
6.1,8.6,69.5,-6,33,-52.92133195,-7.333971669,-9.563347154,2,Done,tetracene_A1=-6_A2=33_a=6.1_b=8.6_theta=69.5_cx=0_cy=0_cz=0.log
5.8,8.7,67.5,-7,33,-50.9612116,-8.088444512,-8.696080643,2,Done,tetracene_A1=-7_A2=33_a=5.8_b=8.7_theta=67.5_cx=0_cy=0_cz=0.log
5.7,9,67.5,-8,33,-49.8361941,-8.202397819,-8.357849616,1,Done,tetracene_A1=-8_A2=33_a=5.7_b=9.0_theta=67.5_cx=0_cy=0_cz=0.log
5.9,8.4,68,-5,33,-53.00945695,-7.667918686,-9.418404894,1,Done,tetracene_A1=-5_A2=33_a=5.9_b=8.4_theta=68.0_cx=0_cy=0_cz=0.log
6.1,9,65,-9,33,-45.18832793,-6.679975727,-7.957094119,2,Done,tetracene_A1=-9_A2=33_a=6.1_b=9.0_theta=65.0_cx=0_cy=0_cz=0.log
5.8,8.8,65,-10,33,-38.17466372,-7.959624239,-5.563853811,1,Done,tetracene_A1=-10_A2=33_a=5.8_b=8.8_theta=65.0_cx=0_cy=0_cz=0.log
6.1,8.7,69.5,-6,33,-52.58909051,-7.333971669,-9.480286793,2,Done,tetracene_A1=-6_A2=33_a=6.1_b=8.7_theta=69.5_cx=0_cy=0_cz=0.log
5.8,8.7,68,-7,33,-51.29434662,-8.005595622,-8.820788843,2,Done,tetracene_A1=-7_A2=33_a=5.8_b=8.7_theta=68.0_cx=0_cy=0_cz=0.log
5.7,9.1,67.5,-8,33,-49.97883716,-8.202397819,-8.393510382,1,Done,tetracene_A1=-8_A2=33_a=5.7_b=9.1_theta=67.5_cx=0_cy=0_cz=0.log
6.1,9,65.5,-9,33,-45.82280831,-6.783285208,-8.064059474,2,Done,tetracene_A1=-9_A2=33_a=6.1_b=9.0_theta=65.5_cx=0_cy=0_cz=0.log
5.9,8.4,68.5,-5,33,-53.14880684,-7.528886315,-9.522758552,1,Done,tetracene_A1=-5_A2=33_a=5.9_b=8.4_theta=68.5_cx=0_cy=0_cz=0.log
5.9,8.4,69,-6,33,-52.22496905,-7.622478177,-9.245003173,2,Done,tetracene_A1=-6_A2=33_a=5.9_b=8.4_theta=69.0_cx=0_cy=0_cz=0.log
5.8,8.7,68.5,-7,33,-51.49826478,-7.883340359,-8.932896015,2,Done,tetracene_A1=-7_A2=33_a=5.8_b=8.7_theta=68.5_cx=0_cy=0_cz=0.log
5.9,8.6,64,-10,33,-30.97720434,-7.322205857,-4.083198157,1,Done,tetracene_A1=-10_A2=33_a=5.9_b=8.6_theta=64.0_cx=0_cy=0_cz=0.log
6.1,9,66,-9,33,-46.41194231,-6.882879831,-8.161545662,2,Done,tetracene_A1=-9_A2=33_a=6.1_b=9.0_theta=66.0_cx=0_cy=0_cz=0.log
5.7,9.2,67.5,-8,33,-49.92694962,-8.202397819,-8.380538495,1,Done,tetracene_A1=-8_A2=33_a=5.7_b=9.2_theta=67.5_cx=0_cy=0_cz=0.log
5.9,8.4,69,-5,33,-53.14540323,-7.342505805,-9.615097904,1,Done,tetracene_A1=-5_A2=33_a=5.9_b=8.4_theta=69.0_cx=0_cy=0_cz=0.log
5.9,8.4,69.5,-6,33,-52.33634203,-7.454669453,-9.356750782,2,Done,tetracene_A1=-6_A2=33_a=5.9_b=8.4_theta=69.5_cx=0_cy=0_cz=0.log
5.8,8.8,68.5,-7,33,-51.70385713,-7.883340359,-8.984294104,2,Done,tetracene_A1=-7_A2=33_a=5.8_b=8.8_theta=68.5_cx=0_cy=0_cz=0.log
5.9,8.6,64.5,-10,33,-32.82043214,-7.431023621,-4.489596224,1,Done,tetracene_A1=-10_A2=33_a=5.9_b=8.6_theta=64.5_cx=0_cy=0_cz=0.log
5.8,8.9,65.5,-9,33,-44.96280335,-8.088562484,-7.196419595,2,Done,tetracene_A1=-9_A2=33_a=5.8_b=8.9_theta=65.5_cx=0_cy=0_cz=0.log
5.8,9,67.5,-8,33,-50.33991897,-8.198411875,-8.485773804,1,Done,tetracene_A1=-8_A2=33_a=5.8_b=9.0_theta=67.5_cx=0_cy=0_cz=0.log
5.9,8.5,69,-5,33,-53.44359096,-7.342505805,-9.689644837,1,Done,tetracene_A1=-5_A2=33_a=5.9_b=8.5_theta=69.0_cx=0_cy=0_cz=0.log
5.9,8.4,70,-6,33,-52.29872657,-7.237198332,-9.456082477,2,Done,tetracene_A1=-6_A2=33_a=5.9_b=8.4_theta=70.0_cx=0_cy=0_cz=0.log
5.8,8.9,68.5,-7,33,-51.67974569,-7.883340359,-8.978266243,2,Done,tetracene_A1=-7_A2=33_a=5.8_b=8.9_theta=68.5_cx=0_cy=0_cz=0.log
5.8,8.9,66,-9,33,-45.90213562,-8.153578795,-7.398744506,2,Done,tetracene_A1=-9_A2=33_a=5.8_b=8.9_theta=66.0_cx=0_cy=0_cz=0.log
5.9,8.6,65,-10,33,-34.57968152,-7.535606947,-4.877116907,1,Done,tetracene_A1=-10_A2=33_a=5.9_b=8.6_theta=65.0_cx=0_cy=0_cz=0.log
5.8,9.1,67.5,-8,33,-50.33783814,-8.198411875,-8.485253599,1,Done,tetracene_A1=-8_A2=33_a=5.8_b=9.1_theta=67.5_cx=0_cy=0_cz=0.log
5.9,8.5,70,-6,33,-52.62437665,-7.237198332,-9.537494997,2,Done,tetracene_A1=-6_A2=33_a=5.9_b=8.5_theta=70.0_cx=0_cy=0_cz=0.log
5.9,8.7,67.5,-7,33,-51.35121659,-7.946316008,-8.864646144,2,Done,tetracene_A1=-7_A2=33_a=5.9_b=8.7_theta=67.5_cx=0_cy=0_cz=0.log
5.9,8.6,69,-5,33,-53.45750662,-7.342505805,-9.693123752,1,Done,tetracene_A1=-5_A2=33_a=5.9_b=8.6_theta=69.0_cx=0_cy=0_cz=0.log
5.8,8.9,66.5,-9,33,-46.75719831,-8.205672166,-7.586463495,2,Done,tetracene_A1=-9_A2=33_a=5.8_b=8.9_theta=66.5_cx=0_cy=0_cz=0.log
5.9,8.7,64,-10,33,-34.01421469,-7.322205857,-4.842450744,1,Done,tetracene_A1=-10_A2=33_a=5.9_b=8.7_theta=64.0_cx=0_cy=0_cz=0.log
5.9,8.7,68,-7,33,-51.73633203,-7.935743719,-8.966211148,2,Done,tetracene_A1=-7_A2=33_a=5.9_b=8.7_theta=68.0_cx=0_cy=0_cz=0.log
5.9,8.6,70,-6,33,-52.66792334,-7.237198332,-9.548381668,2,Done,tetracene_A1=-6_A2=33_a=5.9_b=8.6_theta=70.0_cx=0_cy=0_cz=0.log
5.8,9.2,67.5,-8,33,-50.1622232,-8.198411875,-8.441349861,1,Done,tetracene_A1=-8_A2=33_a=5.8_b=9.2_theta=67.5_cx=0_cy=0_cz=0.log
6,8.4,68,-5,33,-53.38049106,-7.576461614,-9.556891959,1,Done,tetracene_A1=-5_A2=33_a=6.0_b=8.4_theta=68.0_cx=0_cy=0_cz=0.log
5.8,9,65.5,-9,33,-45.97809947,-8.088562484,-7.450243625,2,Done,tetracene_A1=-9_A2=33_a=5.8_b=9.0_theta=65.5_cx=0_cy=0_cz=0.log
5.9,8.7,65,-10,33,-37.21544943,-7.535606947,-5.536058883,1,Done,tetracene_A1=-10_A2=33_a=5.9_b=8.7_theta=65.0_cx=0_cy=0_cz=0.log
